1236 1180 2539
1040 64 2370
68 840 2185
22112 0 769
1432 2787 1450
0 947 75
3111 3487 1661
0 14 16
450 452 2848
2865 2715 3387
0 841 1129
456 398 2090
1613 0 739
8 2122 1661
3111 2122 460
8 18 918
448 1556 2813
16 2379 2091
1454 0 1438
739 0 424
3527 2548 1116
1837 1805 3068
1929 1975 3294
462 39 1708
1868 0 1850
1525 0 1541
37 1185 0
2270 2341 2220
769 0 457
2165 2161 1597
1884 0 22136
1439 414 768
0 400 1125
1571 0 1552
53 0 108
1608 0 1586
940 2434 27
741 462 878
24 0 1051
189 927 0
795 396 2118
3085 1772 3097
428 1391 1471
1915 3191 1897
0 174 117
2246 3676 891
50 1192 0
2222 454 1026
3064 4380 2630
987 2216 47
0 1534 1552
108 0 949
397 35 2149
1495 4096 4114
1701 0 1685
1302 110 2649
334 337 1574
340 2649 3946
903 500 0
1850 0 1834
0 744 499
129 1300 134
2286 1087 970
2 0 1203
473 0 1065
467 1773 3123
2342 884 1027
1049 0 3
2458 970 1053
2429 1419 77
516 1055 909
1115 868 2270
1350 2709 510
2458 3652 2286
6 2417 946
1307 509 1323
70 875 821
6610 5425 5989
0 453 1127
1119 918 2276
1055 1024 2224
1002 1184 93
2090 2184 3511
2554 5140 3602
1032 975 0
0 1007 903
1206 947 2451
977 0 1159
94 1177 0
5185 3065 3626
0 1018 219
1051 0 98
82 1003 0
934 2432 89
1020 969 0
1004 1176 106
1708 838 3533
92 444 879
2467 1091 2400
120 990 1150
0 162 817
1015 2383 872
3674 2217 2244
2193 148 140
1169 0 1001
96 1005 0
1071 0 993
35 52 873
1075 2273 187
56 0 333
2405 2523 1217
178 2523 2183
176 2310 926
2211 2196 3552
3620 2328 2245
1033 1032 0
2285 931 45
126 0 191
407 2312 934
0 100 1171
22160 0 364
1117 832 2264
2445 2340 3586
353 2963 1602
1527 0 194
118 1742 361
1502 2844 1516
1087 161 1027
62 534 266
212 0 558
2776 3970 266
2327 3650 2278
2250 3680 1196
530 62 0
2061 0 1991
1805 470 2683
1952 2617 1928
2248 3678 234
140 765 1569
0 139 104
2536 2559 3853
1149 172 169
1021 1020 0
3787 5002 3642
2314 3624 764
1083 1121 1019
928 929 2326
1236 0 104
1197 1173 2517
2294 1079 968
978 1145 2351
22101 792 0
2333 3563 711
933 2318 932
2184 2185 2317
3650 3127 2656
0 1436 1452
226 0 959
999 1181 2521
2728 1377 1392
1086 2559 128
101 998 891
930 931 2322
2284 1089 974
0 241 210
973 0 1163
2323 3885 2446
838 879 2313
226 142 0
1191 957 0
196 2998 1718
0 142 201
0 1251 1181
45 996 234
178 0 1217
0 1169 113
702 989 0
1039 175 112
965 0 1161
191 0 805
1030 1099 2545
2228 1267 3692
1035 1034 0
0 1253 1179
2956 1690 1706
1081 925 1025
843 0 109
805 0 843
872 2368 40
961 870 2211
118 180 1726
1603 2883 1591
1511 0 1527
1543 2833 125
2083 761 2811
171 0 1599
556 2298 896
2288 1083 976
2260 1068 1069
1507 0 560
172 2156 818
2792 1440 1456
556 276 1294
269 731 0
3247 3294 4568
5906 4698 3454
2278 1081 980
2350 892 1019
219 218 0
2283 943 165
2320 936 979
848 130 828
604 1093 0
4129 1547 3368
0 1372 610
2728 2660 1326
1031 232 326
2246 998 209
91 2249 209
901 1145 942
846 0 315
3592 4975 3733
1076 937 1012
2413 2489 1018
6510 4919 5004
169 158 22157
4714 2983 2300
1034 883 0
2282 1085 964
299 0 846
2384 3614 2424
217 0 1189
2478 5038 3594
138 1105 174
1267 1011 323
0 1500 625
6771 4918 3579
1327 1408 1424
1061 648 1094
273 1029 0
165 994 1196
1193 1151 961
888 2307 762
0 715 1153
1099 0 1175
1304 1325 0
253 0 859
3861 1164 3398
708 716 1489
0 623 1576
3791 4949 3535
4946 3236 1978
716 247 804
0 1255 1173
0 1099 324
927 2567 1227
2676 339 2697
701 22100 329
2389 2132 709
1574 1363 1663
1727 3040 1711
1897 3177 1881
300 907 0
2349 963 1061
2900 537 1578
129 131 2647
2262 1022 3751
2020 2408 1923
1659 204 517
1418 2770 1432
1593 2907 1577
1139 1187 0
1096 2291 240
578 598 732
3829 3909 2492
0 561 203
2262 1012 284
3134 1829 1739
2241 590 852
2547 1139 2128
0 1239 867
852 0 603
2290 296 966
1023 277 0
1247 289 301
1887 796 3166
1703 0 1619
1529 2851 1513
285 601 0
298 0 734
1536 609 0
1604 2938 656
1561 2881 1545
1909 3229 1925
1764 1452 2806
604 0 283
649 599 2069
290 1182 1077
910 230 2360
1058 263 762
