0 1170 1218
0 620 88
0 39 36
31 45 663
638 79 1765
1492 0 277
0 590 599
0 625 39
617 0 10
748 9 120
692 67 638
1785 695 375
122 693 0
941 860 925
617 657 0
112 0 731
1576 575 293
595 1675 187
1417 579 303
245 231 1978
172 659 1827
0 1511 53
3589 2330 2671
995 1926 979
219 1039 660
45 40 729
1723 1824 2882
1260 1466 1834
0 77 654
513 568 35
0 4 625
1617 1444 149
0 629 130
733 191 171
507 30 0
610 3 1740
168 80 81
1520 0 292
3 8 1720
0 48 26
1368 2420 2432
586 593 185
662 702 1772
727 0 262
0 26 4
729 1775 663
703 1737 625
187 718 40
719 0 727
189 1487 2559
925 1984 909
3792 3327 4840
22 1642 1510
1635 1566 1634
714 628 0
0 898 141
1289 1232 2273
672 0 88
905 1898 429
86 80 582
685 0 694
234 1107 1749
1193 2316 2317
583 86 116
0 855 457
0 141 519
11 123 0
822 1062 317
2422 0 1217
1431 0 1456
1200 0 1184
0 665 96
694 0 97
2533 1191 1732
0 657 631
2775 2853 1764
682 1761 29
91 611 0
5 0 685
0 37 60
572 37 0
1206 1232 0
4910 3856 3875
168 1832 582
0 735 507
0 60 64
3855 2866 4902
1670 58 2
0 103 686
583 670 615
1689 78 621
0 654 93
92 1730 634
639 569 643
686 1722 1820
72 787 681
73 695 1805
1500 0 1482
721 761 0
1121 0 1104
1599 1132 1299
1456 0 1442
89 613 114
298 0 796
564 1666 286
279 591 0
114 1873 2681
288 564 276
278 282 0
613 581 1676
1139 709 2148
649 16 1811
226 814 1054
103 107 1722
723 700 1798
679 64 1662
702 640 1781
692 1765 1766
745 782 0
123 10 0
749 0 744
681 1779 13
641 120 67
569 603 627
1063 822 318
2155 3174 2107
1043 1059 0
867 1942 849
528 669 1745
33 1159 154
688 1050 812
157 172 1355
1942 882 2995
3449 3485 4507
759 0 750
673 1678 1832
162 0 551
1440 858 514
146 1043 0
1991 1999 552
66 56 1894
551 0 527
0 560 1001
2635 2637 3057
0 1224 1177
1000 1998 139
0 676 1271
1059 524 0
0 32 1567
1566 160 3694
3667 3665 2639
2686 1728 1647
22074 1700 1728
0 130 668
166 588 165
1158 2040 1174
158 0 132
658 157 1414
813 843 0
150 1567 2564
0 169 535
588 137 1700
2545 2562 1585
1761 180 1718
1701 2675 155
183 0 155
0 1177 1161
37 673 84
161 544 1595
2599 2613 1557
34 0 193
132 0 21
0 1368 1380
0 1333 1357
1433 0 1418
0 1357 1368
0 1649 1646
2835 2634 3286
0 1580 184
2797 164 2808
509 2160 984
0 1024 968
566 166 1640
179 2612 1498
1704 42 707
707 1800 2683
0 18 48
1487 1356 2523
0 50 1524
0 1558 1546
587 0 34
887 1896 574
1559 171 566
195 1243 2223
198 0 194
585 0 648
0 1212 940
988 195 2253
0 1194 1115
989 206 973
1005 2065 989
0 845 1147
0 877 1012
0 1147 1099
217 1074 259
269 200 2064
208 0 212
607 207 1747
0 1099 691
1012 2084 2057
2206 1147 2222
1674 207 661
1810 1407 258
248 834 1944
1297 0 223
0 828 227
0 821 205
2135 1075 2174
0 25 268
967 982 239
1107 1154 2227
256 0 258
215 1283 2390
1028 815 4065
247 935 2038
0 113 261
216 606 233
1082 293 229
289 228 0
0 260 950
0 250 20
2364 236 1411
0 227 637
0 62 1170
1937 1967 815
1267 1311 232
1283 1325 2402
1257 1267 1694
220 1596 2112
0 1236 1254
1325 1339 2414
0 1083 861
1339 636 1310
1667 2741 288
0 20 260
0 1013 918
0 225 998
0 214 250
0 594 853
231 248 1962
0 835 274
271 924 814
1410 0 1422
0 261 594
0 1319 1276
661 222 1472
731 0 719
222 649 213
0 205 828
230 245 1994
254 226 1065
1774 44 651
1434 0 1435
2073 3093 4150
0 1018 1013
1422 0 1434
1435 0 1452
706 219 2123
2033 206 3078
1667 276 575
0 574 252
1351 1375 2450
1453 275 2504
1039 251 1913
273 0 1492
270 108 0
6 291 2505
286 1577 109
578 1696 106
0 1431 1482
2004 928 944
109 1259 578
723 1795 618
2580 1470 1533
1504 0 1536
105 278 0
1363 0 571
108 244 1479
1266 229 607
1812 719 1291
277 0 1504
38 1516 2585
228 17 0
1120 838 850
